nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
essie_dawson,10.4.75.118,ServiceAccounts,us,02:5B:23:FE:35:36,ws-essie_dawson,ESSIE,DAWSON,Tampa
irwin_becker,10.2.32.48,Test,us,87:D0:13:2A:B3:20,ws-irwin_becker,IRWIN,BECKER,Arlington
donna_sandoval,10.5.23.83,ServiceAccounts,gb,5D:B5:71:45:FC:F4,ws-donna_sandoval,DONNA,SANDOVAL,Reading
erin_clayton,10.8.27.204,Groups,ie,A2:33:B6:F8:46:3A,ws-erin_clayton,ERIN,CLAYTON,Galway
derek_ramos,10.15.140.82,Test,jp,5A:E2:A5:56:77:00,ws-derek_ramos,DEREK,RAMOS,Tokyo
jimmy_robertson,10.2.195.17,Groups,us,D6:9B:2E:A5:6A:E0,ws-jimmy_robertson,JIMMY,ROBERTSON,Arlington
ulysses_anthony,10.6.32.132,Test,ie,2A:4F:6B:E4:43:BD,ws-ulysses_anthony,ULYSSES,ANTHONY,Belfast
adan_nielsen,10.8.117.2,Groups,ie,B3:46:E2:96:D2:C6,ws-adan_nielsen,ADAN,NIELSEN,Galway
pat_jefferson,10.4.168.116,T0-Accounts,us,AC:51:8E:0E:2F:F4,ws-pat_jefferson,PAT,JEFFERSON,Tampa
mari_castaneda,10.15.143.46,ServiceAccounts,jp,F8:28:AE:5D:09:3A,ws-mari_castaneda,MARI,CASTANEDA,Tokyo
minnie_conrad,10.1.144.79,People,us,7B:F9:D7:52:97:39,ws-minnie_conrad,MINNIE,CONRAD,Boston
kareem_mooney,10.5.164.201,Groups,gb,52:8C:56:10:99:B5,ws-kareem_mooney,KAREEM,MOONEY,Reading
may_gray,10.14.167.39,ServiceAccounts,il,DB:17:87:65:B0:50,ws-may_gray,MAY,GRAY,Tel Aviv
hershel_erickson,10.7.18.149,Devices,ie,00:E9:85:66:BC:22,ws-hershel_erickson,HERSHEL,ERICKSON,Dublin
kerry_arnold,10.16.207.99,ServiceAccounts,in,33:B1:FB:06:AD:62,ws-kerry_arnold,KERRY,ARNOLD,Bangalore
stefanie_mejia,10.16.191.149,GOO,in,12:9B:9D:77:E9:3C,ws-stefanie_mejia,STEFANIE,MEJIA,Bangalore
katie_juarez,10.10.90.169,Groups,fr,01:7B:EF:E0:E0:42,ws-katie_juarez,KATIE,JUAREZ,Paris
jesse_wagner,10.4.192.25,Test,us,B5:36:8F:32:B4:54,ws-jesse_wagner,JESSE,WAGNER,Tampa
magdalena_dyer,10.8.103.120,Groups,ie,71:79:18:41:F6:8A,ws-magdalena_dyer,MAGDALENA,DYER,Galway
cassie_watkins,10.10.5.75,ServiceAccounts,fr,B8:7A:2E:52:C1:FE,ws-cassie_watkins,CASSIE,WATKINS,Paris
mauro_pruitt,10.10.249.36,T0-Accounts,fr,C0:A9:1E:01:4A:4B,ws-mauro_pruitt,MAURO,PRUITT,Paris
errol_cain,10.16.92.162,Test,in,79:EB:70:DE:77:85,ws-errol_cain,ERROL,CAIN,Bangalore
jillian_cannon,10.9.121.113,ServiceAccounts,de,58:CE:16:8E:26:FD,ws-jillian_cannon,JILLIAN,CANNON,Munich
guillermo_maxwell,10.7.185.168,Domain Controllers,ie,87:24:F5:84:9A:A7,ws-guillermo_maxwell,GUILLERMO,MAXWELL,Dublin
noemi_wagner,10.11.32.240,T1-Devices,cz,CE:55:96:8C:3A:80,ws-noemi_wagner,NOEMI,WAGNER,Prague
dina_johnston,10.8.250.143,Devices,ie,A3:07:F9:7C:59:89,ws-dina_johnston,DINA,JOHNSTON,Galway
ramona_solis,10.12.126.143,Test,au,5B:27:77:9C:99:5B,ws-ramona_solis,RAMONA,SOLIS,Melbourne
paige_kirk,10.15.13.47,TST,jp,6A:FD:62:4E:BF:67,ws-paige_kirk,PAIGE,KIRK,Tokyo
bettye_harrell,10.13.128.142,Devices,sg,9B:32:0F:E2:DB:66,ws-bettye_harrell,BETTYE,HARRELL,Singapore
tanner_byers,10.5.155.44,AWS,gb,DE:29:0D:FF:AB:32,ws-tanner_byers,TANNER,BYERS,Reading
sara_osborne,10.16.180.224,Stage,in,1A:B6:66:FE:B4:3C,ws-sara_osborne,SARA,OSBORNE,Bangalore
joseph_kaufman,10.16.96.158,Tier 1,in,E3:6D:E9:55:49:C4,ws-joseph_kaufman,JOSEPH,KAUFMAN,Bangalore
evelyn_byers,10.7.243.224,Devices,ie,F9:3C:80:95:CD:FB,ws-evelyn_byers,EVELYN,BYERS,Dublin
marcy_joyce,10.8.217.252,Groups,ie,67:10:E6:59:12:6E,ws-marcy_joyce,MARCY,JOYCE,Galway
lina_mitchell,10.1.17.154,Test,us,48:76:84:B6:E6:0B,ws-lina_mitchell,LINA,MITCHELL,Boston
williams_sweeney,10.11.197.177,Groups,cz,82:6E:23:B2:25:AB,ws-williams_sweeney,WILLIAMS,SWEENEY,Prague
normand_stokes,10.7.104.182,Groups,ie,36:42:E6:51:AE:5F,ws-normand_stokes,NORMAND,STOKES,Dublin
lon_phillips,10.9.71.100,Groups,de,21:15:AD:A8:F8:2B,ws-lon_phillips,LON,PHILLIPS,Munich
travis_britt,10.12.82.36,T2-Roles,au,E3:E5:B6:17:3C:11,ws-travis_britt,TRAVIS,BRITT,Melbourne
stewart_wheeler,10.1.58.69,Test,us,C6:ED:D8:11:A5:99,ws-stewart_wheeler,STEWART,WHEELER,Boston
bertie_patel,10.4.211.130,Devices,us,F2:22:83:A6:73:1E,ws-bertie_patel,BERTIE,PATEL,Tampa
tamera_buck,10.1.209.234,BDE,us,9A:B9:21:EE:34:17,ws-tamera_buck,TAMERA,BUCK,Boston
jesus_abbott,10.4.97.184,Groups,us,1F:EA:D9:55:8A:80,ws-jesus_abbott,JESUS,ABBOTT,Tampa
ernesto_schwartz,10.8.247.35,Devices,ie,4F:D6:10:55:C7:48,ws-ernesto_schwartz,ERNESTO,SCHWARTZ,Galway
vonda_velasquez,10.5.39.147,AZR,gb,05:73:5E:81:92:9D,ws-vonda_velasquez,VONDA,VELASQUEZ,Reading
cecelia_valentine,10.15.80.84,HRE,jp,FE:53:5F:E0:62:E5,ws-cecelia_valentine,CECELIA,VALENTINE,Tokyo
brant_compton,10.4.150.190,Groups,us,5F:04:12:D4:ED:F0,ws-brant_compton,BRANT,COMPTON,Tampa
jeannine_turner,10.1.234.39,ServiceAccounts,us,46:FE:EE:11:84:E0,ws-jeannine_turner,JEANNINE,TURNER,Boston
fannie_dunlap,10.11.192.143,T0-Roles,cz,F7:5F:BD:E7:35:81,ws-fannie_dunlap,FANNIE,DUNLAP,Prague
christie_moses,10.16.199.88,Grouper-Groups,in,09:19:B8:A8:3B:B8,ws-christie_moses,CHRISTIE,MOSES,Bangalore
essie_summers,10.8.139.11,ServiceAccounts,ie,0B:CB:43:08:79:EB,ws-essie_summers,ESSIE,SUMMERS,Galway
santiago_clay,10.6.25.25,ServiceAccounts,ie,39:93:42:00:95:51,ws-santiago_clay,SANTIAGO,CLAY,Belfast
kennith_orr,10.7.73.246,Devices,ie,AD:22:EF:50:44:24,ws-kennith_orr,KENNITH,ORR,Dublin
rae_miles,10.5.236.30,BDE,gb,56:FC:C0:02:9F:DD,ws-rae_miles,RAE,MILES,Reading
joshua_vinson,10.13.16.214,Devices,sg,61:77:8A:9A:43:77,ws-joshua_vinson,JOSHUA,VINSON,Singapore
chi_gates,10.9.137.138,OGC,de,CD:AA:5F:BD:51:F8,ws-chi_gates,CHI,GATES,Munich
sondra_richard,10.13.123.168,OGC,sg,B5:A2:73:5C:E0:30,ws-sondra_richard,SONDRA,RICHARD,Singapore
monty_harmon,10.3.220.66,Test,us,4A:86:89:83:AA:90,ws-monty_harmon,MONTY,HARMON,Austin
ivory_cole,10.3.185.58,FSR,us,0E:6D:68:FC:8B:84,ws-ivory_cole,IVORY,COLE,Austin
leonardo_joyce,10.6.168.101,Devices,ie,82:8C:0D:9D:8F:C7,ws-leonardo_joyce,LEONARDO,JOYCE,Belfast
colleen_terry,10.5.175.192,T1-Accounts,gb,BF:09:E6:38:CF:F3,ws-colleen_terry,COLLEEN,TERRY,Reading
nicole_merrill,10.15.150.126,Quarantine,jp,A4:E8:4E:E3:87:C3,ws-nicole_merrill,NICOLE,MERRILL,Tokyo
angel_randolph,10.12.185.45,Groups,au,AD:C2:6A:17:3C:56,ws-angel_randolph,ANGEL,RANDOLPH,Melbourne
cameron_davenport,10.6.231.227,Groups,ie,99:40:BE:2C:9E:3B,ws-cameron_davenport,CAMERON,DAVENPORT,Belfast
emma_curry,10.7.146.26,ServiceAccounts,ie,FF:61:A0:48:30:46,ws-emma_curry,EMMA,CURRY,Dublin
tim_burke,10.5.16.10,Devices,gb,49:3F:97:8E:A0:7B,ws-tim_burke,TIM,BURKE,Reading
anne_meyer,10.15.175.106,SEC,jp,F8:0C:E1:73:EE:D9,ws-anne_meyer,ANNE,MEYER,Tokyo
wiley_schwartz,10.3.158.40,TST,us,8B:4D:26:C8:7B:25,ws-wiley_schwartz,WILEY,SCHWARTZ,Austin
ruth_morrow,10.1.163.4,ServiceAccounts,us,D8:54:56:4D:86:13,ws-ruth_morrow,RUTH,MORROW,Boston
merle_langley,10.8.111.232,T0-Devices,ie,7F:A6:CC:A4:80:AE,ws-merle_langley,MERLE,LANGLEY,Galway
vito_levy,10.1.81.157,Devices,us,AC:46:75:95:1E:D5,ws-vito_levy,VITO,LEVY,Boston
barton_boyer,10.6.239.99,Test,ie,17:48:75:3D:DA:E4,ws-barton_boyer,BARTON,BOYER,Belfast
lula_sullivan,10.3.16.155,Groups,us,BC:25:AA:A4:5B:DC,ws-lula_sullivan,LULA,SULLIVAN,Austin
vance_larsen,10.9.237.60,Groups,de,89:D6:42:12:74:55,ws-vance_larsen,VANCE,LARSEN,Munich
marsha_hawkins,10.6.216.155,Groups,ie,0E:E0:8A:45:F1:DD,ws-marsha_hawkins,MARSHA,HAWKINS,Belfast
salvatore_schneider,10.4.130.62,Devices,us,A1:DF:9F:47:C9:68,ws-salvatore_schneider,SALVATORE,SCHNEIDER,Tampa
brittany_velazquez,10.8.65.14,T2-Permissions,ie,94:88:37:F3:B7:F8,ws-brittany_velazquez,BRITTANY,VELAZQUEZ,Galway
tina_lucas,10.6.65.68,AWS,ie,9A:22:40:E0:12:15,ws-tina_lucas,TINA,LUCAS,Belfast
theodore_britt,10.13.183.85,SEC,sg,75:E9:3A:08:78:B6,ws-theodore_britt,THEODORE,BRITT,Singapore
kim_cooper,10.11.187.27,BDE,cz,A5:24:80:26:A7:25,ws-kim_cooper,KIM,COOPER,Prague
hollis_douglas,10.12.136.156,Test,au,A2:BE:38:7B:D1:30,ws-hollis_douglas,HOLLIS,DOUGLAS,Melbourne
israel_frazier,10.10.108.205,Testing,fr,AE:44:27:F2:9F:2D,ws-israel_frazier,ISRAEL,FRAZIER,Paris
wilford_simmons,10.15.18.123,FSR,jp,92:1E:C4:31:D3:F2,ws-wilford_simmons,WILFORD,SIMMONS,Tokyo
harriett_booker,10.5.64.250,Devices,gb,7A:17:2F:60:D3:3E,ws-harriett_booker,HARRIETT,BOOKER,Reading
minerva_haley,10.11.235.85,Test,cz,C3:56:B1:00:C2:1E,ws-minerva_haley,MINERVA,HALEY,Prague
lupe_wells,10.5.186.118,Test,gb,96:D3:92:49:FC:5D,ws-lupe_wells,LUPE,WELLS,Reading
rhea_blanchard,10.4.251.105,Devices,us,CD:D6:F5:11:70:75,ws-rhea_blanchard,RHEA,BLANCHARD,Tampa
leann_clayton,10.7.201.87,ServiceAccounts,ie,DC:44:33:CA:80:71,ws-leann_clayton,LEANN,CLAYTON,Dublin
leanne_robbins,10.8.63.149,Groups,ie,6A:0F:E7:6A:FA:D5,ws-leanne_robbins,LEANNE,ROBBINS,Galway
luz_rios,10.14.82.15,ServiceAccounts,il,40:C0:5A:E6:4A:FE,ws-luz_rios,LUZ,RIOS,Tel Aviv
nannie_brewer,10.13.24.213,Groups,sg,40:F3:AB:B2:5C:71,ws-nannie_brewer,NANNIE,BREWER,Singapore
estela_munoz,10.16.156.38,Devices,in,9F:33:B8:35:ED:88,ws-estela_munoz,ESTELA,MUNOZ,Bangalore
olen_davis,10.9.150.132,Tier 1,de,93:18:90:B2:19:55,ws-olen_davis,OLEN,DAVIS,Munich
anita_tillman,10.11.164.234,Groups,cz,B4:93:93:E4:99:8B,ws-anita_tillman,ANITA,TILLMAN,Prague
della_rasmussen,10.6.223.221,T2-Accounts,ie,92:3A:78:D7:D7:FA,ws-della_rasmussen,DELLA,RASMUSSEN,Belfast
jane_carlson,10.6.64.106,TST,ie,BB:E8:8D:CF:76:18,ws-jane_carlson,JANE,CARLSON,Belfast
yong_blevins,10.2.177.212,Devices,us,F2:67:34:90:62:DF,ws-yong_blevins,YONG,BLEVINS,Arlington
odis_wyatt,10.3.114.181,ServiceAccounts,us,81:DE:F0:EE:07:52,ws-odis_wyatt,ODIS,WYATT,Austin
bruno_myers,10.8.155.108,ServiceAccounts,ie,33:EA:D2:7A:08:0E,ws-bruno_myers,BRUNO,MYERS,Galway
barney_good,10.4.169.8,ServiceAccounts,us,D0:50:FB:6A:E9:92,ws-barney_good,BARNEY,GOOD,Tampa
doug_dawson,10.2.127.150,SEC,us,F4:35:90:A6:76:9C,ws-doug_dawson,DOUG,DAWSON,Arlington
patsy_carr,10.6.188.4,ServiceAccounts,ie,6C:DF:D3:73:A6:F4,ws-patsy_carr,PATSY,CARR,Belfast
juliette_west,10.7.83.49,Devices,ie,B0:17:71:09:20:EE,ws-juliette_west,JULIETTE,WEST,Dublin
angeline_jacobs,10.7.79.84,ServiceAccounts,ie,72:3A:35:4B:04:AB,ws-angeline_jacobs,ANGELINE,JACOBS,Dublin
edith_cross,10.4.149.57,Groups,us,27:9E:0C:17:F3:A7,ws-edith_cross,EDITH,CROSS,Tampa
lily_ingram,10.8.93.47,Test,ie,ED:ED:2A:A4:EE:D6,ws-lily_ingram,LILY,INGRAM,Galway
elijah_shelton,10.14.206.209,Groups,il,A6:30:78:5C:71:CC,ws-elijah_shelton,ELIJAH,SHELTON,Tel Aviv
jesus_mckinney,10.9.95.236,FSR,de,3F:11:18:29:BB:71,ws-jesus_mckinney,JESUS,MCKINNEY,Munich
robbie_hendricks,10.3.67.187,ServiceAccounts,us,67:40:8A:68:5D:B4,ws-robbie_hendricks,ROBBIE,HENDRICKS,Austin
reba_morgan,10.11.247.219,Devices,cz,C0:1C:95:80:43:71,ws-reba_morgan,REBA,MORGAN,Prague
tanya_kinney,10.8.88.227,Test,ie,D4:EB:CA:71:C3:90,ws-tanya_kinney,TANYA,KINNEY,Galway
gil_swanson,10.10.186.163,HRE,fr,D1:C5:AC:70:85:02,ws-gil_swanson,GIL,SWANSON,Paris
kelly_myers,10.5.137.169,Groups,gb,D2:93:AD:79:31:D8,ws-kelly_myers,KELLY,MYERS,Reading
paul_valentine,10.13.34.49,HRE,sg,B3:A8:2C:2E:1E:CD,ws-paul_valentine,PAUL,VALENTINE,Singapore
jeremiah_hutchinson,10.15.178.107,Devices,jp,24:25:B1:BA:23:7E,ws-jeremiah_hutchinson,JEREMIAH,HUTCHINSON,Tokyo
jordan_guzman,10.12.146.138,OGC,au,5B:75:F3:DC:8A:DA,ws-jordan_guzman,JORDAN,GUZMAN,Melbourne
cliff_robles,10.14.205.133,Tier 2,il,1C:10:BD:8E:F1:55,ws-cliff_robles,CLIFF,ROBLES,Tel Aviv
alma_todd,10.5.157.130,TST,gb,CD:C7:B8:3A:B9:B0,ws-alma_todd,ALMA,TODD,Reading
leo_carver,10.3.231.77,AZR,us,D8:D1:AE:B0:DC:7E,ws-leo_carver,LEO,CARVER,Austin
delia_bell,10.8.21.129,Groups,ie,99:F9:9C:B7:06:37,ws-delia_bell,DELIA,BELL,Galway
jarrod_chase,10.7.159.29,Test,ie,31:33:5E:FA:69:91,ws-jarrod_chase,JARROD,CHASE,Dublin
mercedes_hickman,10.8.174.49,ServiceAccounts,ie,70:A3:61:57:23:1C,ws-mercedes_hickman,MERCEDES,HICKMAN,Galway
ezra_clark,10.15.53.76,Groups,jp,BF:36:19:DF:7B:E2,ws-ezra_clark,EZRA,CLARK,Tokyo
jaime_blanchard,10.2.51.31,ServiceAccounts,us,F4:85:D8:9E:B6:C6,ws-jaime_blanchard,JAIME,BLANCHARD,Arlington
deandre_fuentes,10.4.187.123,AZR,us,28:45:CC:DA:9C:A8,ws-deandre_fuentes,DEANDRE,FUENTES,Tampa
wilford_pearson,10.13.6.13,AWS,sg,D2:07:A4:3C:32:C6,ws-wilford_pearson,WILFORD,PEARSON,Singapore
vickie_lee,10.3.211.61,Test,us,74:E6:82:FA:B7:7A,ws-vickie_lee,VICKIE,LEE,Austin
bettye_montoya,10.5.189.33,Test,gb,0C:3A:A7:CE:CD:C1,ws-bettye_montoya,BETTYE,MONTOYA,Reading
rosalyn_payne,10.11.19.132,People,cz,1C:E2:3A:81:30:99,ws-rosalyn_payne,ROSALYN,PAYNE,Prague
branden_avila,10.4.86.211,ServiceAccounts,us,37:AF:C0:18:51:66,ws-branden_avila,BRANDEN,AVILA,Tampa
judith_bonner,10.8.235.112,ServiceAccounts,ie,30:48:C5:64:B2:38,ws-judith_bonner,JUDITH,BONNER,Galway
kevin_wong,10.5.250.213,Groups,gb,0A:A3:DB:CF:55:C5,ws-kevin_wong,KEVIN,WONG,Reading
reuben_carroll,10.4.183.25,Test,us,8B:94:A1:B7:82:58,ws-reuben_carroll,REUBEN,CARROLL,Tampa
carissa_peterson,10.15.3.3,GOO,jp,ED:38:38:38:2E:01,ws-carissa_peterson,CARISSA,PETERSON,Tokyo
luciano_larsen,10.9.137.3,ServiceAccounts,de,C5:94:86:06:C1:8D,ws-luciano_larsen,LUCIANO,LARSEN,Munich
orval_weiss,10.2.20.44,ServiceAccounts,us,48:15:69:DB:8E:FC,ws-orval_weiss,ORVAL,WEISS,Arlington
earle_calderon,10.11.108.9,ServiceAccounts,cz,CD:C0:2D:9F:B6:9B,ws-earle_calderon,EARLE,CALDERON,Prague
olive_clemons,10.7.113.81,FIN,ie,CF:27:D1:1C:C7:0C,ws-olive_clemons,OLIVE,CLEMONS,Dublin
eva_curry,10.13.151.134,OGC,sg,A0:84:9B:B2:52:A1,ws-eva_curry,EVA,CURRY,Singapore
keri_blake,10.2.249.232,HRE,us,B6:BA:46:DD:26:85,ws-keri_blake,KERI,BLAKE,Arlington
sharlene_conley,10.11.45.52,BDE,cz,28:AA:EE:A8:2A:43,ws-sharlene_conley,SHARLENE,CONLEY,Prague
adolph_love,10.5.140.68,Test,gb,D9:26:C0:84:35:46,ws-adolph_love,ADOLPH,LOVE,Reading
sharon_bass,10.5.50.105,Test,gb,C5:67:79:16:C6:C6,ws-sharon_bass,SHARON,BASS,Reading
muriel_buckner,10.1.15.196,Groups,us,98:7C:3E:E4:A8:BE,ws-muriel_buckner,MURIEL,BUCKNER,Boston
hans_hays,10.13.218.119,BDE,sg,66:16:31:1D:BF:6F,ws-hans_hays,HANS,HAYS,Singapore
lottie_phillips,10.8.21.162,T0-Permissions,ie,48:51:5A:34:45:FC,ws-lottie_phillips,LOTTIE,PHILLIPS,Galway
jewel_melton,10.7.83.140,Groups,ie,88:47:DA:CA:78:A3,ws-jewel_melton,JEWEL,MELTON,Dublin
russ_mcconnell,10.10.47.198,GOO,fr,25:A4:42:F2:A0:84,ws-russ_mcconnell,RUSS,MCCONNELL,Paris
antonia_hoover,10.13.161.226,AWS,sg,18:6A:17:C1:B4:D3,ws-antonia_hoover,ANTONIA,HOOVER,Singapore
magdalena_stewart,10.9.187.85,AWS,de,6C:E9:46:73:C5:A7,ws-magdalena_stewart,MAGDALENA,STEWART,Munich
minerva_day,10.10.56.116,ServiceAccounts,fr,5A:4B:CC:F6:23:1B,ws-minerva_day,MINERVA,DAY,Paris
ronald_sweeney,10.8.6.203,SEC,ie,E6:75:A8:05:49:19,ws-ronald_sweeney,RONALD,SWEENEY,Galway
deann_neal,10.5.31.18,ITS,gb,44:9D:07:E0:B9:B5,ws-deann_neal,DEANN,NEAL,Reading
lenny_christensen,10.12.13.166,Test,au,9D:E9:7A:E1:5B:3A,ws-lenny_christensen,LENNY,CHRISTENSEN,Melbourne
glenda_moran,10.15.87.130,Groups,jp,7D:CF:1D:A7:2F:92,ws-glenda_moran,GLENDA,MORAN,Tokyo
deloris_fisher,10.10.151.115,Groups,fr,02:08:14:52:A6:9B,ws-deloris_fisher,DELORIS,FISHER,Paris
christy_dejesus,10.10.36.156,ServiceAccounts,fr,63:CE:BB:ED:44:4D,ws-christy_dejesus,CHRISTY,DEJESUS,Paris
lacey_roach,10.7.60.85,ServiceAccounts,ie,01:EE:D9:80:BF:74,ws-lacey_roach,LACEY,ROACH,Dublin
ed_dawson,10.10.188.30,Test,fr,EB:B6:95:FC:DB:28,ws-ed_dawson,ED,DAWSON,Paris
lynne_williamson,10.2.7.205,Unassociated,us,17:39:D9:83:8F:FF,ws-lynne_williamson,LYNNE,WILLIAMSON,Arlington
flora_ruiz,10.15.204.212,Devices,jp,B9:5E:80:73:99:51,ws-flora_ruiz,FLORA,RUIZ,Tokyo
nestor_horne,10.15.103.59,Devices,jp,4F:2C:C3:46:DF:DF,ws-nestor_horne,NESTOR,HORNE,Tokyo
manuela_green,10.9.215.135,Groups,de,DF:D1:75:EC:2C:D9,ws-manuela_green,MANUELA,GREEN,Munich
randall_prince,10.13.231.103,ServiceAccounts,sg,80:60:C3:97:D1:F8,ws-randall_prince,RANDALL,PRINCE,Singapore
hershel_garza,10.8.43.54,Domain Controllers,ie,28:8D:84:9C:07:10,ws-hershel_garza,HERSHEL,GARZA,Galway
lauren_faulkner,10.8.152.36,T1-Accounts,ie,2C:E1:06:08:B6:95,ws-lauren_faulkner,LAUREN,FAULKNER,Galway
german_bowen,10.4.141.33,Groups,us,7E:43:09:13:EB:90,ws-german_bowen,GERMAN,BOWEN,Tampa
brenda_lindsay,10.11.229.164,.SecFrame.com,cz,AA:7F:B2:D4:0B:70,ws-brenda_lindsay,BRENDA,LINDSAY,Prague
otis_lawrence,10.4.95.152,ServiceAccounts,us,DD:AD:A0:95:A8:0C,ws-otis_lawrence,OTIS,LAWRENCE,Tampa
beth_hudson,10.16.135.130,Domain Controllers,in,85:3E:82:68:18:B3,ws-beth_hudson,BETH,HUDSON,Bangalore
bennie_cole,10.9.106.166,Groups,de,B8:16:E6:37:69:83,ws-bennie_cole,BENNIE,COLE,Munich
denis_dunlap,10.13.58.198,OGC,sg,C5:22:4A:EB:B5:53,ws-denis_dunlap,DENIS,DUNLAP,Singapore
sophie_barry,10.5.92.208,Devices,gb,DD:1E:71:F6:B5:2C,ws-sophie_barry,SOPHIE,BARRY,Reading
anibal_trujillo,10.14.142.118,Tier 2,il,08:52:70:10:58:7F,ws-anibal_trujillo,ANIBAL,TRUJILLO,Tel Aviv
anton_camacho,10.6.88.118,ServiceAccounts,ie,23:CA:F4:D7:60:A2,ws-anton_camacho,ANTON,CAMACHO,Belfast
betsy_cleveland,10.7.87.167,AZR,ie,01:DF:E9:B8:2C:FE,ws-betsy_cleveland,BETSY,CLEVELAND,Dublin
gale_chapman,10.9.112.192,Devices,de,80:6E:13:40:0F:2A,ws-gale_chapman,GALE,CHAPMAN,Munich
robin_carlson,10.8.81.49,GOO,ie,BB:F8:13:8B:87:17,ws-robin_carlson,ROBIN,CARLSON,Galway
booker_gardner,10.2.231.218,Groups,us,53:3B:71:10:D0:C9,ws-booker_gardner,BOOKER,GARDNER,Arlington
dora_vargas,10.10.124.178,AZR,fr,7E:E3:79:47:10:03,ws-dora_vargas,DORA,VARGAS,Paris
gustavo_nicholson,10.16.96.1,T0-Permissions,in,75:8B:58:20:21:B7,ws-gustavo_nicholson,GUSTAVO,NICHOLSON,Bangalore
darren_drake,10.12.59.39,HRE,au,3E:94:F6:2C:6D:8D,ws-darren_drake,DARREN,DRAKE,Melbourne
mac_crane,10.14.207.110,Test,il,0C:10:A0:B4:C3:3E,ws-mac_crane,MAC,CRANE,Tel Aviv
cornelius_suarez,10.12.10.161,ServiceAccounts,au,AD:32:0F:D6:39:52,ws-cornelius_suarez,CORNELIUS,SUAREZ,Melbourne
alec_mcgee,10.4.67.142,BDE,us,AC:88:39:CB:35:31,ws-alec_mcgee,ALEC,MCGEE,Tampa
marina_dejesus,10.16.223.237,GOO,in,99:4E:FC:8D:DF:D0,ws-marina_dejesus,MARINA,DEJESUS,Bangalore
gustavo_ratliff,10.6.181.71,BDE,ie,EE:0D:92:58:DF:50,ws-gustavo_ratliff,GUSTAVO,RATLIFF,Belfast
wendi_madden,10.6.130.105,Groups,ie,17:6E:4D:D5:2A:4D,ws-wendi_madden,WENDI,MADDEN,Belfast
sheila_mcgee,10.1.89.34,ServiceAccounts,us,EA:A7:06:1A:C6:7F,ws-sheila_mcgee,SHEILA,MCGEE,Boston
ira_kidd,10.15.100.59,HRE,jp,DF:57:33:52:96:6E,ws-ira_kidd,IRA,KIDD,Tokyo
mauro_sharp,10.15.248.166,Devices,jp,05:C0:F4:79:63:04,ws-mauro_sharp,MAURO,SHARP,Tokyo
lupe_vasquez,10.2.214.25,Admin,us,0A:A5:F2:A6:0E:2B,ws-lupe_vasquez,LUPE,VASQUEZ,Arlington
ivan_sykes,10.5.129.250,Tier 2,gb,99:CB:D1:6B:B6:F2,ws-ivan_sykes,IVAN,SYKES,Reading
lee_whitfield,10.3.235.1,ServiceAccounts,us,0A:23:86:C1:D3:20,ws-lee_whitfield,LEE,WHITFIELD,Austin
zachariah_randolph,10.6.72.20,ServiceAccounts,ie,D3:26:84:4C:B7:E4,ws-zachariah_randolph,ZACHARIAH,RANDOLPH,Belfast
elma_wolfe,10.11.102.93,BDE,cz,61:DF:14:A5:BA:F4,ws-elma_wolfe,ELMA,WOLFE,Prague
victoria_bryan,10.7.235.99,Test,ie,21:62:D2:B2:13:82,ws-victoria_bryan,VICTORIA,BRYAN,Dublin
stephanie_kirk,10.6.117.201,Test,ie,29:3D:6D:74:B8:91,ws-stephanie_kirk,STEPHANIE,KIRK,Belfast
erin_holder,10.9.212.91,Deprovisioned,de,B9:A7:56:25:9A:3C,ws-erin_holder,ERIN,HOLDER,Munich
maxine_chan,10.12.29.227,Test,au,E8:21:DE:27:25:81,ws-maxine_chan,MAXINE,CHAN,Melbourne
numbers_robertson,10.2.246.224,Groups,us,82:27:AD:6C:70:5F,ws-numbers_robertson,NUMBERS,ROBERTSON,Arlington
ezra_alvarado,10.9.217.112,AWS,de,C2:F2:F4:70:52:71,ws-ezra_alvarado,EZRA,ALVARADO,Munich
jordan_lopez,10.7.204.220,FIN,ie,61:92:B0:1A:72:46,ws-jordan_lopez,JORDAN,LOPEZ,Dublin
lori_edwards,10.8.61.223,OGC,ie,43:24:7E:8A:FC:DB,ws-lori_edwards,LORI,EDWARDS,Galway
sherry_knapp,10.10.152.92,Devices,fr,AC:37:F9:24:4A:AB,ws-sherry_knapp,SHERRY,KNAPP,Paris
joann_ellison,10.14.20.113,Devices,il,65:86:79:21:75:F1,ws-joann_ellison,JOANN,ELLISON,Tel Aviv
emanuel_faulkner,10.8.40.198,Groups,ie,33:AB:B7:28:18:05,ws-emanuel_faulkner,EMANUEL,FAULKNER,Galway
fred_mcbride,10.13.182.153,Devices,sg,E2:15:95:E6:2E:36,ws-fred_mcbride,FRED,MCBRIDE,Singapore
mamie_ferrell,10.4.168.38,ServiceAccounts,us,51:C4:87:B6:D9:C1,ws-mamie_ferrell,MAMIE,FERRELL,Tampa
shirley_franklin,10.14.195.227,AZR,il,67:F4:3E:40:C0:1A,ws-shirley_franklin,SHIRLEY,FRANKLIN,Tel Aviv
elbert_snider,10.15.56.88,Devices,jp,96:F4:D7:18:F6:AC,ws-elbert_snider,ELBERT,SNIDER,Tokyo
