nameuser,ipint,usergroup,country,usermac,userworkstation,firstname,lastname,usercity
bridgette_rose,10.12.196.135,FIN,au,9E:49:97:D3:D8:C7,ws-bridgette_rose,BRIDGETTE,ROSE,Melbourne
erik_jennings,10.5.211.220,ServiceAccounts,gb,CC:EF:3C:92:36:64,ws-erik_jennings,ERIK,JENNINGS,Reading
isabelle_king,10.13.146.17,Devices,sg,2A:A1:CE:85:1A:33,ws-isabelle_king,ISABELLE,KING,Singapore
barbra_reeves,10.8.36.232,Devices,ie,19:75:93:08:75:72,ws-barbra_reeves,BARBRA,REEVES,Galway
mathew_pate,10.12.42.219,ServiceAccounts,au,1F:9C:58:14:D8:3D,ws-mathew_pate,MATHEW,PATE,Melbourne
dionne_gibbs,10.6.93.126,Test,ie,9C:33:CC:64:94:54,ws-dionne_gibbs,DIONNE,GIBBS,Belfast
lucia_holder,10.13.198.32,Groups,sg,3E:89:F8:88:9B:AD,ws-lucia_holder,LUCIA,HOLDER,Singapore
erica_melendez,10.4.163.44,Devices,us,DE:CA:08:F3:EF:12,ws-erica_melendez,ERICA,MELENDEZ,Tampa
beulah_solis,10.3.117.134,Test,us,4B:35:1A:BC:7A:CD,ws-beulah_solis,BEULAH,SOLIS,Austin
yvonne_velasquez,10.12.91.162,Devices,au,20:D5:E6:2B:F8:C4,ws-yvonne_velasquez,YVONNE,VELASQUEZ,Melbourne
abel_taylor,10.8.122.17,ITS,ie,E0:CC:E5:9A:26:E7,ws-abel_taylor,ABEL,TAYLOR,Galway
kurt_finley,10.9.130.61,Groups,de,E9:F7:A3:35:85:FE,ws-kurt_finley,KURT,FINLEY,Munich
sydney_alexander,10.6.55.108,ServiceAccounts,ie,AF:CA:3C:1B:53:54,ws-sydney_alexander,SYDNEY,ALEXANDER,Belfast
jorge_hatfield,10.13.88.187,Test,sg,EE:74:B5:CB:BA:DB,ws-jorge_hatfield,JORGE,HATFIELD,Singapore
odis_stafford,10.15.6.58,T2-Accounts,jp,10:12:C4:C1:2C:A6,ws-odis_stafford,ODIS,STAFFORD,Tokyo
riley_parks,10.4.146.103,Test,us,15:4F:BB:20:64:96,ws-riley_parks,RILEY,PARKS,Tampa
bettie_patterson,10.3.77.251,ServiceAccounts,us,32:22:05:15:9C:FA,ws-bettie_patterson,BETTIE,PATTERSON,Austin
garrett_baldwin,10.2.84.237,Quarantine,us,79:D7:18:99:EB:FD,ws-garrett_baldwin,GARRETT,BALDWIN,Arlington
erwin_weber,10.3.55.170,Groups,us,FB:3D:0B:D2:A6:64,ws-erwin_weber,ERWIN,WEBER,Austin
tyree_tyler,10.15.24.107,AZR,jp,74:DE:85:66:20:F0,ws-tyree_tyler,TYREE,TYLER,Tokyo
karina_hess,10.3.89.122,Groups,us,B0:2A:C4:4F:63:D2,ws-karina_hess,KARINA,HESS,Austin
prince_davidson,10.14.146.167,ServiceAccounts,il,94:65:EF:33:18:88,ws-prince_davidson,PRINCE,DAVIDSON,Tel Aviv
jaime_middleton,10.5.141.128,Test,gb,F5:B4:DE:9B:32:9F,ws-jaime_middleton,JAIME,MIDDLETON,Reading
lazaro_head,10.16.248.154,Devices,in,0A:4E:51:71:FD:5E,ws-lazaro_head,LAZARO,HEAD,Bangalore
irving_mcfarland,10.10.225.221,Groups,fr,40:A5:97:CB:E6:81,ws-irving_mcfarland,IRVING,MCFARLAND,Paris
wayne_dale,10.12.51.29,Test,au,0C:12:01:3B:90:D1,ws-wayne_dale,WAYNE,DALE,Melbourne
mathew_hodge,10.15.220.232,Admin,jp,F5:30:11:02:BB:23,ws-mathew_hodge,MATHEW,HODGE,Tokyo
lindsey_henson,10.3.10.129,ServiceAccounts,us,3B:28:F7:97:C7:C1,ws-lindsey_henson,LINDSEY,HENSON,Austin
sheree_sawyer,10.2.240.184,ServiceAccounts,us,39:AA:90:D1:7A:F4,ws-sheree_sawyer,SHEREE,SAWYER,Arlington
dana_church,10.6.224.60,Groups,ie,FB:8E:A9:1E:3A:6E,ws-dana_church,DANA,CHURCH,Belfast
jamie_head,10.14.186.48,Test,il,E7:78:5D:3B:41:FA,ws-jamie_head,JAMIE,HEAD,Tel Aviv
carmelo_guthrie,10.2.233.159,Groups,us,EB:21:12:4D:B0:DE,ws-carmelo_guthrie,CARMELO,GUTHRIE,Arlington
hattie_mclean,10.10.143.49,Unassociated,fr,1E:08:17:7A:61:8B,ws-hattie_mclean,HATTIE,MCLEAN,Paris
bert_oneill,10.3.61.29,T1-Roles,us,BD:A4:92:5A:70:8C,ws-bert_oneill,BERT,ONEILL,Austin
eddie_hansen,10.4.114.183,ServiceAccounts,us,11:71:79:10:AD:59,ws-eddie_hansen,EDDIE,HANSEN,Tampa
tracy_keith,10.5.235.37,T0-Permissions,gb,58:10:F6:8B:8E:0C,ws-tracy_keith,TRACY,KEITH,Reading
lucio_clark,10.14.205.178,ESM,il,C8:09:52:BB:C8:43,ws-lucio_clark,LUCIO,CLARK,Tel Aviv
roslyn_ramirez,10.10.247.77,Tier 1,fr,F2:BD:CE:3C:8C:34,ws-roslyn_ramirez,ROSLYN,RAMIREZ,Paris
christie_peters,10.10.111.252,SEC,fr,4C:02:34:93:F8:1B,ws-christie_peters,CHRISTIE,PETERS,Paris
eloise_marsh,10.4.235.37,Test,us,65:C6:E6:45:7E:CF,ws-eloise_marsh,ELOISE,MARSH,Tampa
shelton_espinoza,10.7.103.203,HRE,ie,17:5C:34:97:55:77,ws-shelton_espinoza,SHELTON,ESPINOZA,Dublin
connie_bird,10.15.75.142,Groups,jp,5A:59:66:F1:0F:BD,ws-connie_bird,CONNIE,BIRD,Tokyo
ollie_wong,10.13.217.197,Groups,sg,8D:D5:5F:E7:81:37,ws-ollie_wong,OLLIE,WONG,Singapore
tommie_leonard,10.4.216.131,OGC,us,65:CE:EF:7F:42:94,ws-tommie_leonard,TOMMIE,LEONARD,Tampa
aurelia_mckee,10.13.213.240,Test,sg,3A:38:99:FA:E7:AA,ws-aurelia_mckee,AURELIA,MCKEE,Singapore
carlo_boyle,10.3.102.133,ServiceAccounts,us,44:D7:65:17:0D:47,ws-carlo_boyle,CARLO,BOYLE,Austin
janell_mack,10.5.131.149,Groups,gb,1F:55:5C:CB:C8:87,ws-janell_mack,JANELL,MACK,Reading
blake_curry,10.6.164.190,Devices,ie,BB:3A:43:9B:C0:27,ws-blake_curry,BLAKE,CURRY,Belfast
eric_randolph,10.6.98.164,Testing,ie,39:4D:E4:DC:FC:A5,ws-eric_randolph,ERIC,RANDOLPH,Belfast
rodrigo_mccarthy,10.16.243.74,Groups,in,E4:6E:0C:C6:22:3D,ws-rodrigo_mccarthy,RODRIGO,MCCARTHY,Bangalore
clayton_whitfield,10.6.64.45,Groups,ie,33:2D:60:F8:64:0F,ws-clayton_whitfield,CLAYTON,WHITFIELD,Belfast
stephen_everett,10.15.186.184,ServiceAccounts,jp,EA:37:B6:38:4C:F6,ws-stephen_everett,STEPHEN,EVERETT,Tokyo
deborah_hopkins,10.12.155.136,Domain Controllers,au,FE:DB:2D:E8:2E:CB,ws-deborah_hopkins,DEBORAH,HOPKINS,Melbourne
dewey_holden,10.9.3.116,T0-Accounts,de,93:2B:F9:F3:2D:07,ws-dewey_holden,DEWEY,HOLDEN,Munich
burt_cobb,10.9.28.106,Devices,de,CF:45:C8:5E:F6:22,ws-burt_cobb,BURT,COBB,Munich
tommie_hughes,10.14.48.73,Test,il,DA:D4:C0:0D:F2:B2,ws-tommie_hughes,TOMMIE,HUGHES,Tel Aviv
dean_cruz,10.10.1.139,ServiceAccounts,fr,2E:D5:A8:A2:9B:D1,ws-dean_cruz,DEAN,CRUZ,Paris
chad_hawkins,10.12.168.152,Devices,au,F8:8B:2C:31:01:41,ws-chad_hawkins,CHAD,HAWKINS,Melbourne
lori_lyons,10.16.245.194,Test,in,1B:9E:52:AA:F5:76,ws-lori_lyons,LORI,LYONS,Bangalore
sheri_kidd,10.13.229.249,Devices,sg,B7:0B:25:C8:72:76,ws-sheri_kidd,SHERI,KIDD,Singapore
angelo_santos,10.11.122.107,OGC,cz,48:C1:E2:61:73:D5,ws-angelo_santos,ANGELO,SANTOS,Prague
cynthia_malone,10.3.88.136,ServiceAccounts,us,9C:5F:3C:3F:49:17,ws-cynthia_malone,CYNTHIA,MALONE,Austin
ken_garza,10.8.17.99,Devices,ie,AE:DB:48:4B:8D:D7,ws-ken_garza,KEN,GARZA,Galway
alvaro_young,10.7.239.223,ServiceAccounts,ie,C6:92:12:15:A6:C5,ws-alvaro_young,ALVARO,YOUNG,Dublin
ruthie_dillard,10.16.175.150,ServiceAccounts,in,D4:66:C7:43:38:7B,ws-ruthie_dillard,RUTHIE,DILLARD,Bangalore
suzanne_marsh,10.2.204.122,ServiceAccounts,us,13:E7:ED:3A:74:DB,ws-suzanne_marsh,SUZANNE,MARSH,Arlington
brenton_cotton,10.4.231.184,Groups,us,A6:6E:53:AB:7B:B9,ws-brenton_cotton,BRENTON,COTTON,Tampa
brigitte_hutchinson,10.4.213.39,Devices,us,82:06:8C:16:16:1F,ws-brigitte_hutchinson,BRIGITTE,HUTCHINSON,Tampa
ruby_yates,10.14.121.189,Quarantine,il,80:3C:10:50:7C:2B,ws-ruby_yates,RUBY,YATES,Tel Aviv
adrienne_grimes,10.16.140.135,Stage,in,1B:B0:1A:EE:DB:67,ws-adrienne_grimes,ADRIENNE,GRIMES,Bangalore
josie_meadows,10.12.50.157,Test,au,CE:D4:94:A3:97:B2,ws-josie_meadows,JOSIE,MEADOWS,Melbourne
bobbi_rivera,10.5.167.44,T0-Roles,gb,F6:70:14:A6:3D:4A,ws-bobbi_rivera,BOBBI,RIVERA,Reading
maude_velazquez,10.3.193.10,Test,us,07:F8:FF:DA:13:C2,ws-maude_velazquez,MAUDE,VELAZQUEZ,Austin
alphonso_hood,10.11.93.50,ServiceAccounts,cz,F1:DB:66:F1:AB:1E,ws-alphonso_hood,ALPHONSO,HOOD,Prague
reynaldo_william,10.14.246.224,Devices,il,11:68:0A:26:75:C9,ws-reynaldo_william,REYNALDO,WILLIAM,Tel Aviv
lori_campbell,10.16.141.51,TST,in,A3:07:9E:25:EB:C6,ws-lori_campbell,LORI,CAMPBELL,Bangalore
lidia_sellers,10.4.236.26,Test,us,18:63:AE:CF:5D:62,ws-lidia_sellers,LIDIA,SELLERS,Tampa
herminia_valencia,10.10.134.211,Groups,fr,8A:CF:E4:0B:0B:56,ws-herminia_valencia,HERMINIA,VALENCIA,Paris
natasha_hurst,10.6.134.27,ServiceAccounts,ie,72:F2:76:5F:16:7D,ws-natasha_hurst,NATASHA,HURST,Belfast
courtney_alford,10.7.15.24,T0-Permissions,ie,AC:3E:81:5D:43:26,ws-courtney_alford,COURTNEY,ALFORD,Dublin
marion_terry,10.15.23.157,Admin,jp,7E:7E:D8:35:A4:E9,ws-marion_terry,MARION,TERRY,Tokyo
newton_gillespie,10.10.250.160,ServiceAccounts,fr,39:46:9E:E3:DA:74,ws-newton_gillespie,NEWTON,GILLESPIE,Paris
lori_gutierrez,10.5.92.131,Groups,gb,BD:EF:07:2B:F8:85,ws-lori_gutierrez,LORI,GUTIERREZ,Reading
della_gates,10.11.122.237,ServiceAccounts,cz,2B:7E:74:5E:18:31,ws-della_gates,DELLA,GATES,Prague
allan_pacheco,10.14.251.78,Testing,il,03:BA:9E:66:19:07,ws-allan_pacheco,ALLAN,PACHECO,Tel Aviv
patrick_velasquez,10.2.222.9,Groups,us,C6:28:EC:E6:C1:FF,ws-patrick_velasquez,PATRICK,VELASQUEZ,Arlington
rita_patrick,10.6.192.187,Admin,ie,D8:CA:16:07:AD:98,ws-rita_patrick,RITA,PATRICK,Belfast
naomi_gibson,10.10.14.149,Devices,fr,AF:D4:4C:58:04:94,ws-naomi_gibson,NAOMI,GIBSON,Paris
robert_irwin,10.4.222.90,.SecFrame.com,us,0A:6D:DA:F0:C7:58,ws-robert_irwin,ROBERT,IRWIN,Tampa
jeanne_kramer,10.16.12.242,Devices,in,42:EF:27:AC:C7:81,ws-jeanne_kramer,JEANNE,KRAMER,Bangalore
maura_conner,10.6.34.157,Grouper-Groups,ie,A4:FF:ED:4B:21:AA,ws-maura_conner,MAURA,CONNER,Belfast
graham_heath,10.15.59.221,Devices,jp,B6:0D:C6:89:F8:10,ws-graham_heath,GRAHAM,HEATH,Tokyo
elnora_fowler,10.1.15.167,Groups,us,FC:3D:18:DC:9E:D8,ws-elnora_fowler,ELNORA,FOWLER,Boston
adolfo_sloan,10.7.229.227,ITS,ie,2D:17:3B:5A:B7:57,ws-adolfo_sloan,ADOLFO,SLOAN,Dublin
emily_farrell,10.7.93.117,Test,ie,27:A7:87:FF:CA:0F,ws-emily_farrell,EMILY,FARRELL,Dublin
melisa_hughes,10.4.222.18,OGC,us,C1:FA:2C:32:6D:F0,ws-melisa_hughes,MELISA,HUGHES,Tampa
edgar_burks,10.11.218.55,Tier 2,cz,C8:CE:1F:09:DE:72,ws-edgar_burks,EDGAR,BURKS,Prague
efren_hays,10.7.157.101,Groups,ie,89:3A:46:BC:2C:AE,ws-efren_hays,EFREN,HAYS,Dublin
benny_blake,10.13.190.152,T2-Accounts,sg,6D:C0:64:A6:E4:9B,ws-benny_blake,BENNY,BLAKE,Singapore
perry_hopper,10.5.248.77,Devices,gb,F8:25:9C:87:59:91,ws-perry_hopper,PERRY,HOPPER,Reading
tiffany_porter,10.1.96.46,Devices,us,AA:A8:83:56:4E:C1,ws-tiffany_porter,TIFFANY,PORTER,Boston
jeri_kinney,10.11.233.220,Test,cz,0D:8A:F8:09:C6:C0,ws-jeri_kinney,JERI,KINNEY,Prague
jewel_carey,10.8.46.246,Devices,ie,4C:86:88:C2:A8:BB,ws-jewel_carey,JEWEL,CAREY,Galway
marcus_mosley,10.10.88.72,Groups,fr,BF:3E:58:5C:40:FE,ws-marcus_mosley,MARCUS,MOSLEY,Paris
shelton_lawson,10.14.168.81,Test,il,70:D9:B8:8D:68:77,ws-shelton_lawson,SHELTON,LAWSON,Tel Aviv
sandy_sexton,10.1.211.9,Test,us,4A:CD:2F:52:D3:53,ws-sandy_sexton,SANDY,SEXTON,Boston
rachel_klein,10.3.210.92,Devices,us,D7:3A:C8:D2:BA:FE,ws-rachel_klein,RACHEL,KLEIN,Austin
justin_santos,10.11.146.159,Test,cz,8A:50:41:C6:71:CB,ws-justin_santos,JUSTIN,SANTOS,Prague
fanny_alford,10.1.97.169,Devices,us,8F:7D:66:6E:2A:5E,ws-fanny_alford,FANNY,ALFORD,Boston
lorenzo_rosa,10.9.141.231,Test,de,79:5A:5B:97:25:FC,ws-lorenzo_rosa,LORENZO,ROSA,Munich
joel_hays,10.4.35.236,Groups,us,4B:A0:DF:A4:A7:AE,ws-joel_hays,JOEL,HAYS,Tampa
dudley_oneal,10.4.249.118,Testing,us,09:0E:49:02:52:17,ws-dudley_oneal,DUDLEY,ONEAL,Tampa
gilda_welch,10.3.43.169,GOO,us,D6:78:94:6D:27:04,ws-gilda_welch,GILDA,WELCH,Austin
dena_mckee,10.5.118.12,BDE,gb,3B:85:00:05:07:A5,ws-dena_mckee,DENA,MCKEE,Reading
angel_gibson,10.1.11.120,FIN,us,7C:95:EB:28:5B:2C,ws-angel_gibson,ANGEL,GIBSON,Boston
sharon_albert,10.8.158.83,Tier 1,ie,7E:D1:90:99:02:81,ws-sharon_albert,SHARON,ALBERT,Galway
eugene_mcmahon,10.13.48.34,SEC,sg,03:8E:E0:63:63:AB,ws-eugene_mcmahon,EUGENE,MCMAHON,Singapore
jamal_fleming,10.10.240.230,ServiceAccounts,fr,97:11:46:2E:69:17,ws-jamal_fleming,JAMAL,FLEMING,Paris
steven_baker,10.12.84.117,TST,au,E4:65:6B:E1:DB:40,ws-steven_baker,STEVEN,BAKER,Melbourne
danielle_pratt,10.2.109.113,T0-Roles,us,70:1D:D2:6A:C6:20,ws-danielle_pratt,DANIELLE,PRATT,Arlington
todd_west,10.10.35.167,GOO,fr,0A:80:66:75:EC:BC,ws-todd_west,TODD,WEST,Paris
jenny_henry,10.10.233.241,Groups,fr,F5:68:0A:F3:0E:0B,ws-jenny_henry,JENNY,HENRY,Paris
isiah_craig,10.10.63.223,Groups,fr,55:3C:29:18:4F:8A,ws-isiah_craig,ISIAH,CRAIG,Paris
kelvin_head,10.9.170.77,Groups,de,6F:27:5C:9E:41:C9,ws-kelvin_head,KELVIN,HEAD,Munich
salvatore_santos,10.6.231.66,Test,ie,96:3C:59:66:14:C9,ws-salvatore_santos,SALVATORE,SANTOS,Belfast
lacy_ware,10.11.30.76,AZR,cz,A1:5D:2A:E0:74:79,ws-lacy_ware,LACY,WARE,Prague
santos_bond,10.15.36.79,Test,jp,DA:F6:10:B8:0F:9B,ws-santos_bond,SANTOS,BOND,Tokyo
bradley_sparks,10.14.52.90,FIN,il,13:07:F3:A1:42:DB,ws-bradley_sparks,BRADLEY,SPARKS,Tel Aviv
benjamin_schultz,10.12.199.24,ITS,au,50:AE:3F:81:5B:5D,ws-benjamin_schultz,BENJAMIN,SCHULTZ,Melbourne
gale_bailey,10.16.227.89,Groups,in,C9:E8:5C:FC:16:3C,ws-gale_bailey,GALE,BAILEY,Bangalore
mac_gonzalez,10.5.102.175,Test,gb,78:4D:51:F7:AF:84,ws-mac_gonzalez,MAC,GONZALEZ,Reading
jarrett_harding,10.1.134.234,SEC,us,02:A2:75:83:A0:64,ws-jarrett_harding,JARRETT,HARDING,Boston
leonard_workman,10.5.159.226,Test,gb,52:90:4C:DB:69:32,ws-leonard_workman,LEONARD,WORKMAN,Reading
deon_aguilar,10.11.129.229,SEC,cz,05:9A:84:5C:BD:15,ws-deon_aguilar,DEON,AGUILAR,Prague
berta_mayo,10.4.168.78,Test,us,66:5D:D9:6E:2E:97,ws-berta_mayo,BERTA,MAYO,Tampa
phoebe_acevedo,10.8.231.53,BDE,ie,78:ED:81:95:2F:FC,ws-phoebe_acevedo,PHOEBE,ACEVEDO,Galway
ronald_aguilar,10.12.12.237,Test,au,DB:2A:47:A2:82:7A,ws-ronald_aguilar,RONALD,AGUILAR,Melbourne
jim_frye,10.11.243.16,T0-Permissions,cz,6B:18:A8:23:DB:70,ws-jim_frye,JIM,FRYE,Prague
ryan_roman,10.2.97.219,ServiceAccounts,us,2E:0E:71:34:5B:61,ws-ryan_roman,RYAN,ROMAN,Arlington
tanisha_ross,10.4.251.94,GOO,us,35:34:9B:6F:91:F7,ws-tanisha_ross,TANISHA,ROSS,Tampa
brittany_bowman,10.14.63.199,ServiceAccounts,il,DA:E3:A8:B2:F5:0C,ws-brittany_bowman,BRITTANY,BOWMAN,Tel Aviv
ollie_frank,10.1.75.201,Test,us,B1:DE:99:76:6B:BE,ws-ollie_frank,OLLIE,FRANK,Boston
deandre_sandoval,10.12.22.208,T2-Devices,au,69:2F:2F:9B:75:3E,ws-deandre_sandoval,DEANDRE,SANDOVAL,Melbourne
pearl_quinn,10.14.37.68,T0-Devices,il,4E:74:72:58:63:F5,ws-pearl_quinn,PEARL,QUINN,Tel Aviv
roxie_terrell,10.5.62.205,T2-Accounts,gb,51:4C:6D:6A:0D:E5,ws-roxie_terrell,ROXIE,TERRELL,Reading
gilbert_mcneil,10.3.52.208,Test,us,C4:B6:D0:E4:20:07,ws-gilbert_mcneil,GILBERT,MCNEIL,Austin
scottie_thomas,10.8.91.78,TST,ie,44:55:0B:22:C7:BF,ws-scottie_thomas,SCOTTIE,THOMAS,Galway
francis_ramos,10.12.41.189,Devices,au,FE:E0:29:EB:4D:6A,ws-francis_ramos,FRANCIS,RAMOS,Melbourne
aaron_weber,10.12.242.16,Groups,au,81:19:DE:06:17:07,ws-aaron_weber,AARON,WEBER,Melbourne
elnora_garza,10.9.127.152,Devices,de,48:3B:97:89:59:72,ws-elnora_garza,ELNORA,GARZA,Munich
carly_solomon,10.8.35.197,AZR,ie,B4:7B:4F:23:49:2D,ws-carly_solomon,CARLY,SOLOMON,Galway
aaron_battle,10.6.153.157,FIN,ie,A7:8B:E4:D9:BC:C3,ws-aaron_battle,AARON,BATTLE,Belfast
krista_yates,10.14.120.230,Groups,il,7E:E1:AB:65:94:2E,ws-krista_yates,KRISTA,YATES,Tel Aviv
raphael_blevins,10.14.16.81,T2-Devices,il,9E:87:65:E8:ED:DF,ws-raphael_blevins,RAPHAEL,BLEVINS,Tel Aviv
suzette_carney,10.9.164.42,ServiceAccounts,de,19:44:D6:08:D8:95,ws-suzette_carney,SUZETTE,CARNEY,Munich
rogelio_parrish,10.7.153.90,AZR,ie,94:B6:DE:E3:C4:B9,ws-rogelio_parrish,ROGELIO,PARRISH,Dublin
eileen_mills,10.16.49.204,Devices,in,B4:4A:23:07:DE:56,ws-eileen_mills,EILEEN,MILLS,Bangalore
nelson_patrick,10.14.29.219,Groups,il,C1:9A:B1:24:E4:97,ws-nelson_patrick,NELSON,PATRICK,Tel Aviv
bridget_castillo,10.7.251.1,People,ie,FA:22:C5:4B:6D:D7,ws-bridget_castillo,BRIDGET,CASTILLO,Dublin
emilia_hurley,10.3.236.97,Groups,us,03:D4:2A:9D:8D:CD,ws-emilia_hurley,EMILIA,HURLEY,Austin
rosalind_alston,10.6.235.140,FSR,ie,41:11:21:EF:6B:0A,ws-rosalind_alston,ROSALIND,ALSTON,Belfast
maxwell_powell,10.1.156.157,Stage,us,2C:C4:C4:1E:DE:C4,ws-maxwell_powell,MAXWELL,POWELL,Boston
alfonzo_perry,10.1.199.102,OGC,us,21:F7:6B:27:09:46,ws-alfonzo_perry,ALFONZO,PERRY,Boston
eloise_cortez,10.16.15.115,FSR,in,30:22:64:7E:95:2B,ws-eloise_cortez,ELOISE,CORTEZ,Bangalore
demetrius_holcomb,10.6.118.148,Groups,ie,14:9E:22:7C:19:93,ws-demetrius_holcomb,DEMETRIUS,HOLCOMB,Belfast
marion_ballard,10.2.45.120,ServiceAccounts,us,E9:CA:D2:D6:8B:70,ws-marion_ballard,MARION,BALLARD,Arlington
randi_clemons,10.10.35.252,Groups,fr,CE:96:EA:32:41:88,ws-randi_clemons,RANDI,CLEMONS,Paris
juan_carrillo,10.12.208.151,ServiceAccounts,au,D5:04:CE:61:51:93,ws-juan_carrillo,JUAN,CARRILLO,Melbourne
quinton_rosario,10.8.66.75,Test,ie,80:7F:74:BE:42:4D,ws-quinton_rosario,QUINTON,ROSARIO,Galway
carole_britt,10.13.244.236,ServiceAccounts,sg,56:B0:27:27:CD:12,ws-carole_britt,CAROLE,BRITT,Singapore
candace_trujillo,10.5.31.221,ServiceAccounts,gb,E1:61:6C:3D:40:09,ws-candace_trujillo,CANDACE,TRUJILLO,Reading
abel_elliott,10.10.236.177,Groups,fr,DE:26:DB:A9:C1:52,ws-abel_elliott,ABEL,ELLIOTT,Paris
betty_russell,10.1.238.58,SEC,us,8F:B3:9D:17:54:BF,ws-betty_russell,BETTY,RUSSELL,Boston
ismael_boyle,10.11.44.218,Groups,cz,DC:A1:22:4D:67:B7,ws-ismael_boyle,ISMAEL,BOYLE,Prague
kristina_rodriguez,10.11.194.141,Groups,cz,FE:76:5F:4C:B8:7D,ws-kristina_rodriguez,KRISTINA,RODRIGUEZ,Prague
karl_foley,10.10.249.143,ServiceAccounts,fr,2A:48:7D:3D:2C:3B,ws-karl_foley,KARL,FOLEY,Paris
lesley_tanner,10.12.29.37,ServiceAccounts,au,1E:00:1E:CE:23:74,ws-lesley_tanner,LESLEY,TANNER,Melbourne
karyn_garner,10.5.174.232,T2-Servers,gb,73:36:1A:1D:EB:06,ws-karyn_garner,KARYN,GARNER,Reading
alexander_pratt,10.3.239.196,FIN,us,5F:F4:57:8E:67:80,ws-alexander_pratt,ALEXANDER,PRATT,Austin
della_dickson,10.14.50.3,T1-Permissions,il,C4:F0:DC:86:2E:1D,ws-della_dickson,DELLA,DICKSON,Tel Aviv
quentin_merrill,10.14.161.159,ServiceAccounts,il,99:6E:46:FD:09:A4,ws-quentin_merrill,QUENTIN,MERRILL,Tel Aviv
nita_giles,10.13.11.49,Devices,sg,85:C8:8E:90:D7:CA,ws-nita_giles,NITA,GILES,Singapore
grady_whitfield,10.6.68.201,Groups,ie,99:41:A0:07:33:06,ws-grady_whitfield,GRADY,WHITFIELD,Belfast
mitchel_frank,10.2.217.243,T0-Permissions,us,24:07:A1:4E:21:97,ws-mitchel_frank,MITCHEL,FRANK,Arlington
wallace_gillespie,10.10.103.18,ServiceAccounts,fr,68:22:09:4C:6F:4E,ws-wallace_gillespie,WALLACE,GILLESPIE,Paris
reed_rios,10.1.138.180,Test,us,94:A5:C4:79:AA:0E,ws-reed_rios,REED,RIOS,Boston
ila_alexander,10.13.188.108,OGC,sg,83:2E:58:07:2D:1B,ws-ila_alexander,ILA,ALEXANDER,Singapore
brandi_weeks,10.3.51.40,T2-Roles,us,01:71:E2:37:28:40,ws-brandi_weeks,BRANDI,WEEKS,Austin
bettye_kirkland,10.9.79.216,Devices,de,9F:6D:A9:11:3D:4F,ws-bettye_kirkland,BETTYE,KIRKLAND,Munich
newton_cooley,10.8.113.192,TST,ie,38:B7:8D:B8:F8:B3,ws-newton_cooley,NEWTON,COOLEY,Galway
stefanie_faulkner,10.2.24.198,T2-Permissions,us,B1:BB:C4:ED:B1:77,ws-stefanie_faulkner,STEFANIE,FAULKNER,Arlington
hal_kane,10.3.143.9,AZR,us,A4:08:D0:2C:34:31,ws-hal_kane,HAL,KANE,Austin
erin_roach,10.7.177.171,T1-Accounts,ie,98:46:16:B4:B2:49,ws-erin_roach,ERIN,ROACH,Dublin
lidia_gallagher,10.14.73.96,Groups,il,34:46:6F:7F:B7:6F,ws-lidia_gallagher,LIDIA,GALLAGHER,Tel Aviv
rosalie_slater,10.16.152.142,Groups,in,31:C7:8E:BC:6C:A9,ws-rosalie_slater,ROSALIE,SLATER,Bangalore
archie_bauer,10.7.173.215,TST,ie,BA:9B:B7:15:CD:EA,ws-archie_bauer,ARCHIE,BAUER,Dublin
jimmie_mcfarland,10.7.221.133,Groups,ie,81:5E:38:6A:97:09,ws-jimmie_mcfarland,JIMMIE,MCFARLAND,Dublin
kara_petersen,10.13.157.79,Test,sg,9D:92:15:9D:97:C6,ws-kara_petersen,KARA,PETERSEN,Singapore
robin_frank,10.1.58.200,Test,us,68:B7:B1:D7:42:9B,ws-robin_frank,ROBIN,FRANK,Boston
rosalie_cortez,10.6.194.87,Test,ie,8F:39:ED:43:44:71,ws-rosalie_cortez,ROSALIE,CORTEZ,Belfast
gavin_riddle,10.4.43.190,Test,us,10:76:A6:FA:BC:96,ws-gavin_riddle,GAVIN,RIDDLE,Tampa
veronica_manning,10.1.62.233,HRE,us,F5:29:5E:DB:C6:27,ws-veronica_manning,VERONICA,MANNING,Boston
connie_peck,10.10.190.103,Groups,fr,BC:62:0F:B1:40:07,ws-connie_peck,CONNIE,PECK,Paris
kerri_dyer,10.2.60.155,Devices,us,B9:B7:44:5E:FC:64,ws-kerri_dyer,KERRI,DYER,Arlington
myrna_hooper,10.2.162.24,Groups,us,04:59:B8:83:85:E1,ws-myrna_hooper,MYRNA,HOOPER,Arlington
willie_herring,10.10.206.244,Groups,fr,6B:D2:FC:65:FB:E4,ws-willie_herring,WILLIE,HERRING,Paris
lora_ruiz,10.1.94.233,Test,us,F7:3B:00:7E:D1:95,ws-lora_ruiz,LORA,RUIZ,Boston
roseann_atkins,10.14.157.131,Groups,il,93:A2:3F:DD:20:DA,ws-roseann_atkins,ROSEANN,ATKINS,Tel Aviv
royce_brown,10.3.23.249,Groups,us,DF:6E:E8:1E:96:7B,ws-royce_brown,ROYCE,BROWN,Austin
wade_rush,10.14.60.213,T2-Servers,il,BE:4C:DD:F5:61:5F,ws-wade_rush,WADE,RUSH,Tel Aviv
